statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR230;Straubing;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;202856;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR039;Stadt Osnabrück;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR039;Stadt Osnabrück;STAZG1;Staatsangehörigkeit;;Insgesamt;257148;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR161;Chemnitz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR161;Chemnitz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;23451;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR020;Hamburg-Eimsbüttel;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR020;Hamburg-Eimsbüttel;STAZG1;Staatsangehörigkeit;;Insgesamt;256940;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR195;Suhl - Schmalk.-Meiningen - Hildburgh. - Sonneberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;94,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR195;Suhl - Schmalk.-Meiningen - Hildburgh. - Sonneberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;259243;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR298;St. Wendel;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR298;St. Wendel;STAZG1;Staatsangehörigkeit;;Insgesamt;215246;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR027;Oldenburg - Ammerland;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR027;Oldenburg - Ammerland;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;271338;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR252;Augsburg-Land;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;10,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR252;Augsburg-Land;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;33618;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR241;Erlangen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR241;Erlangen;STAZG1;Staatsangehörigkeit;;Insgesamt;257091;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR111;Kleve;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR111;Kleve;STAZG1;Staatsangehörigkeit;;Insgesamt;315361;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR286;Schwarzwald-Baar;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;83,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR286;Schwarzwald-Baar;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;192715;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR029;Cuxhaven - Stade II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR029;Cuxhaven - Stade II;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;219905;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR064;Cottbus - Spree-Neiße;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR064;Cottbus - Spree-Neiße;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;191997;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR231;Amberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;91,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR231;Amberg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;255891;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR196;Neuwied;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR196;Neuwied;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;285760;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR087;Aachen II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR087;Aachen II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;40400;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR076;Berlin-Reinickendorf;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR076;Berlin-Reinickendorf;STAZG1;Staatsangehörigkeit;;Insgesamt;252941;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR122;Gelsenkirchen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR122;Gelsenkirchen;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;59574;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR026;Friesland - Wilhelmshaven - Wittmund;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR026;Friesland - Wilhelmshaven - Wittmund;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;214609;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR254;Neu-Ulm;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;15,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR254;Neu-Ulm;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;45884;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR299;Homburg;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR299;Homburg;STAZG1;Staatsangehörigkeit;;Insgesamt;243354;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR167;Kassel;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR167;Kassel;STAZG1;Staatsangehörigkeit;;Insgesamt;295330;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR150;Nordsachsen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR150;Nordsachsen;STAZG1;Staatsangehörigkeit;;Insgesamt;200090;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR206;Ludwigshafen/Frankenthal;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR206;Ludwigshafen/Frankenthal;STAZG1;Staatsangehörigkeit;;Insgesamt;323989;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR178;Wiesbaden;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;21,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR178;Wiesbaden;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;60451;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR249;Schweinfurt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR249;Schweinfurt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;229710;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR163;Erzgebirgskreis I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;3,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR163;Erzgebirgskreis I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;7584;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR068;Harz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;96,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR068;Harz;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;233302;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR270;Aalen - Heidenheim;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;86,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR270;Aalen - Heidenheim;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;263392;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;93,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR063;Frankfurt (Oder) - Oder-Spree;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;217652;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR152;Leipzig II;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR152;Leipzig II;STAZG1;Staatsangehörigkeit;;Insgesamt;302687;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR177;Rheingau-Taunus - Limburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;13,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR177;Rheingau-Taunus - Limburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;39358;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR062;Dahme-Spreewald - Teltow-Fläming III;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;94,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR062;Dahme-Spreewald - Teltow-Fläming III;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;284002;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR120;Recklinghausen I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR120;Recklinghausen I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;27111;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR166;Waldeck;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR166;Waldeck;STAZG1;Staatsangehörigkeit;;Insgesamt;228706;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR284;Offenburg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;86,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR284;Offenburg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;245431;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR162;Chemnitzer Umland - Erzgebirgskreis II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;2,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR162;Chemnitzer Umland - Erzgebirgskreis II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;5288;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR069;Magdeburg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR069;Magdeburg;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;266736;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR127;Steinfurt III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;9,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR127;Steinfurt III;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;23728;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR271;Karlsruhe-Stadt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;81,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR271;Karlsruhe-Stadt;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;249203;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR151;Leipzig I;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR151;Leipzig I;STAZG1;Staatsangehörigkeit;;Insgesamt;296212;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR165;Vogtlandkreis;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR165;Vogtlandkreis;STAZG1;Staatsangehörigkeit;;Insgesamt;221459;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR285;Rottweil - Tuttlingen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;84,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR285;Rottweil - Tuttlingen;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;237609;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR110;Viersen;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR110;Viersen;STAZG1;Staatsangehörigkeit;;Insgesamt;294485;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR121;Recklinghausen II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;12,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR121;Recklinghausen II;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;32448;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR176;Wetterau I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;14,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR176;Wetterau I;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;34110;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR028;Delmenhorst - Wesermarsch - Oldenburg-Land;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;89,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR028;Delmenhorst - Wesermarsch - Oldenburg-Land;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;267863;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR209;Pirmasens;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;90,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR209;Pirmasens;STAZG1;Staatsangehörigkeit;LAND000;Deutschland;196028;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR036;Harburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;8,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR036;Harburg;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;22129;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR128;Münster;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;11,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR128;Münster;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;33370;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR210;Südpfalz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;11,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR210;Südpfalz;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;32421;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR008;Segeberg - Stormarn-Mitte;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;8,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR008;Segeberg - Stormarn-Mitte;STAZG1;Staatsangehörigkeit;AUSLAND;Ausland und Sonstige;27790;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR025;Unterems;STAZG1;Staatsangehörigkeit;;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOWK1;Bundestagswahlkreise;WKR025;Unterems;STAZG1;Staatsangehörigkeit;;Insgesamt;318688;Anzahl;PRS018;Personen;e
